Tarih,Hisse_Kodu,Set,Close,Open,High,Low,Volume,USD_TRY,VIX,Gunluk_Getiri
2018-11-02,BIMAS.IS,Train,15.402779579162598,15.518736443810974,15.538062096434777,15.32547696866739,4915988.0,5.524799823760986,19.51000022888184,-0.0018797891578875
2018-11-05,BIMAS.IS,Train,15.373788833618164,15.315810412622191,15.451091429009466,15.074236115893136,4225948.0,5.431000232696533,19.959999084472656,-0.0018839497458105
2018-11-06,BIMAS.IS,Train,15.364126205444336,15.383451855466328,15.48974514226616,15.190192406341245,5153340.0,5.320099830627441,19.90999984741211,-0.0006287107293928
2018-11-07,BIMAS.IS,Train,15.40316677093506,15.344599002257649,15.46173305017224,15.286032723020464,4648852.0,5.361199855804443,16.360000610351562,0.0025377979449687
2018-11-08,BIMAS.IS,Train,15.168901443481444,15.520305175302283,15.520305175302283,15.168901443481444,4163832.0,5.36359977722168,16.719999313354492,-0.0153257484000052
2018-11-09,BIMAS.IS,Train,15.032244682312012,15.139618454390476,15.295796726256636,15.002960790886922,3810912.0,5.457039833068848,17.360000610351562,-0.0090498349483691
2018-11-12,BIMAS.IS,Train,15.94979476928711,15.325078777937172,16.03764643301596,15.325078777937172,14633124.0,5.460820198059082,20.450000762939453,0.0592484226110959
2018-11-13,BIMAS.IS,Train,15.803374290466309,15.78385219813045,16.047404168264986,15.72528592112287,3902524.0,5.471799850463867,20.020000457763672,-0.0092224820993388
2018-11-14,BIMAS.IS,Train,15.686239242553713,15.617911179033454,15.861941041205853,15.491015352815792,5332680.0,5.478000164031982,21.25,-0.0074396332655244
2018-11-15,BIMAS.IS,Train,16.30119514465332,15.520299568861544,16.30119514465332,15.520299568861544,6576628.0,5.45697021484375,19.979999542236328,0.0384545802288071
2018-11-16,BIMAS.IS,Train,16.203588485717773,16.320722562425203,16.320722562425203,15.959558538643709,3721160.0,5.393899917602539,18.13999938964844,-0.0060056977103238
2018-11-19,BIMAS.IS,Train,16.19382095336914,16.04740303701159,16.23286662472853,16.02788094605193,4298532.0,5.337699890136719,20.100000381469727,-0.0006029823256667
2018-11-20,BIMAS.IS,Train,16.008363723754883,16.076691807614512,16.20358767160555,15.85218396969814,2794888.0,5.311999797821045,22.479999542236328,-0.0115184284493907
2018-11-21,BIMAS.IS,Train,16.203588485717773,15.940036440765905,16.203588485717773,15.930274647106703,2762656.0,5.382500171661377,20.799999237060547,0.0121214107750576
2018-11-22,BIMAS.IS,Train,16.242631912231445,16.066931550211667,16.330483582681858,16.037647660061527,1645236.0,5.3130202293396,21.15999984741211,0.0024066559913447
2018-11-23,BIMAS.IS,Train,16.02788734436035,16.262156997716566,16.262156997716566,15.910753262402574,2580496.0,5.298500061035156,21.520000457763672,-0.0133092210917971
2018-11-26,BIMAS.IS,Train,16.115732192993164,16.184060254390754,16.193820554910396,15.93026860983967,2671800.0,5.291460037231445,18.899999618530277,0.0054657856577926
2018-11-27,BIMAS.IS,Train,16.203588485717773,16.066932311132536,16.301200464547396,15.998602734399322,8234568.0,5.244840145111084,19.020000457763672,0.0054367794426598
2018-11-28,BIMAS.IS,Train,16.203588485717773,16.223110583595577,16.369528551840016,16.193826692058572,2924324.0,5.26200008392334,18.489999771118164,0.0
2018-11-29,BIMAS.IS,Train,16.418333053588867,16.10597504752496,16.418333053588867,16.10597504752496,4209924.0,5.218999862670898,18.790000915527344,0.0131658504286337
2018-11-30,BIMAS.IS,Train,16.389047622680664,16.398809414536874,16.506183167193896,16.26215326519186,3403784.0,5.170199871063232,18.06999969482422,-0.0017852957525373
2018-12-03,BIMAS.IS,Train,16.086450576782227,16.4964204923126,16.52570437687339,16.07668878544855,4438488.0,5.190209865570068,16.440000534057617,-0.0186359452663702
2018-12-04,BIMAS.IS,Train,16.271915435791016,15.949795630277595,16.291437532304453,15.949795630277595,4806028.0,5.250800132751465,20.739999771118164,0.0114633037951193
2018-12-05,BIMAS.IS,Train,16.34024429321289,16.16454392681922,16.49642405160789,16.16454392681922,3023316.0,5.382629871368408,20.96500015258789,0.0041903975679191
2018-12-06,BIMAS.IS,Train,16.418333053588867,16.37928886137105,16.52570681634855,16.291437194720274,2970904.0,5.326700210571289,21.190000534057617,0.004767539655869
2018-12-07,BIMAS.IS,Train,16.398813247680664,16.594037214914955,16.594037214914955,16.369529354707385,2690384.0,5.3379998207092285,23.229999542236328,-0.0011896103354629
2018-12-10,BIMAS.IS,Train,16.476898193359375,16.320718470611993,16.48665849513095,16.20358442327157,2680988.0,5.322400093078613,22.63999938964844,0.0047503210784965
2018-12-11,BIMAS.IS,Train,16.92591667175293,16.54523054697921,16.935678465491993,16.428096469313495,3910172.0,5.3282999992370605,21.76000022888184,0.0268866878002517
2018-12-12,BIMAS.IS,Train,17.179704666137695,16.955196864089885,17.238272436912006,16.77949504120724,4955020.0,5.360199928283691,21.459999084472656,0.0148827477016584
2018-12-13,BIMAS.IS,Train,17.277320861816406,17.472544826356707,17.57991860263013,17.12114109440791,4790228.0,5.34689998626709,20.649999618530277,0.0056659827906527
2018-12-14,BIMAS.IS,Train,17.013769149780273,17.17970922508902,17.316365407239594,16.97472346242248,4289044.0,5.341670036315918,21.6299991607666,-0.0153717424257799
2018-12-17,BIMAS.IS,Train,16.90639305114746,17.17970686738024,17.17970686738024,16.87710916200815,1768428.0,5.367700099945068,24.520000457763672,-0.0063311287641403
2018-12-18,BIMAS.IS,Train,17.07233428955078,16.818544041409236,17.16018596307101,16.779498356697832,3073700.0,5.373000144958496,25.57999992370605,0.0097674380802764
2018-12-19,BIMAS.IS,Train,17.08209228515625,17.08209228515625,17.13089826311384,16.925912559915865,3484116.0,5.336080074310303,25.57999992370605,0.0005714044620029
