Tarih,Open,High,Low,Close,Volume,USD_TRY,VIX,Hisse_Kodu
2015-02-04,8.762652168236748,8.879878168914534,8.743114035642398,8.78218936920166,24641925.0,2.40159010887146,18.329999923706055,THYAO.IS
2015-02-05,8.8505713175097,8.860339451532735,8.606350265975683,8.79195785522461,14483677.0,2.459939956665039,16.850000381469727,THYAO.IS
2015-02-06,8.674731596960335,8.704037861391836,8.518430277819864,8.55750560760498,12905406.0,2.435810089111328,17.290000915527344,THYAO.IS
2015-02-09,8.586811346193588,8.586811346193588,8.430510036624764,8.51842975616455,12955269.0,2.4717600345611572,18.549999237060547,THYAO.IS
2015-02-10,8.733344078063965,8.752882208664351,8.50866116593558,8.733344078063965,17082907.0,2.4747300148010254,17.229999542236328,THYAO.IS
2015-02-11,8.83103243311676,8.870107760764784,8.743112713001386,8.772418975830078,19580203.0,2.494309902191162,16.959999084472656,THYAO.IS
2015-02-12,8.811495819857576,9.065485000610352,8.811495819857576,9.065485000610352,30068856.0,2.498110055923462,15.34000015258789,THYAO.IS
2015-02-13,8.997103456009297,9.006872521531662,8.879877464629,8.889646530151367,11526707.0,2.4674999713897705,14.6899995803833,THYAO.IS
2015-02-16,8.948258807761137,9.114329190442108,8.928721608896556,9.085022926330566,17194650.0,2.455970048904419,,THYAO.IS
2015-02-17,9.016640254236606,9.260861291653146,9.016640254236606,9.055716514587402,33068883.0,2.454859972000122,15.800000190734863,THYAO.IS
2015-02-18,9.1924799980566,9.1924799980566,9.104560272668532,9.11432933807373,17147315.0,2.4514999389648438,15.449999809265137,THYAO.IS
2015-02-19,9.26086081822421,9.2706298828125,9.202248293953021,9.2706298828125,9439702.0,2.443310022354126,15.289999961853027,THYAO.IS
2015-02-20,9.163173642992733,9.163173642992733,9.036178588867188,9.036178588867188,12285156.0,2.453200101852417,14.300000190734863,THYAO.IS
2015-02-23,9.085023674466967,9.231555938720703,9.075254608415541,9.231555938720703,11606719.0,2.452500104904175,14.5600004196167,THYAO.IS
2015-02-24,9.280399560773915,9.407394613927394,9.24132423146741,9.387856483459473,15225800.0,2.471820116043091,13.6899995803833,THYAO.IS
2015-02-25,9.339013032975503,9.368319297087044,9.065484795836646,9.085022926330566,30688206.0,2.4628500938415527,13.84000015258789,THYAO.IS
2015-02-26,9.075254237738895,9.085023303391306,8.79195785522461,8.79195785522461,27351634.0,2.4872000217437744,13.90999984741211,THYAO.IS
2015-02-27,8.743113400076437,8.889646588993763,8.733344334489408,8.840802192687988,18952562.0,2.504470109939575,13.34000015258789,THYAO.IS
2015-03-02,8.889646441081995,8.889646441081995,8.801726715520338,8.811495780944824,12848653.0,2.506089925765991,13.039999961853027,THYAO.IS
2015-03-03,8.791957914724465,8.80172698044299,8.664962855271808,8.74311351776123,18700670.0,2.520709991455078,13.859999656677246,THYAO.IS
2015-03-04,8.674731715241437,8.694268914585715,8.440279733333945,8.459816932678223,13659464.0,2.53262996673584,14.229999542236328,THYAO.IS
2015-03-05,8.078833389657726,8.479355792763277,8.03975712435041,8.352360725402832,24096130.0,2.5620200634002686,14.039999961853027,THYAO.IS
2015-03-06,8.450047153245448,8.537966871939746,8.205826126485414,8.264439582824707,20273501.0,2.6057300567626953,15.199999809265137,THYAO.IS
2015-03-09,8.362128688507987,8.401204017030624,8.313284294947362,8.323053359985352,8385640.0,2.6226999759674072,15.0600004196167,THYAO.IS
2015-03-10,8.11790816290765,8.254671355523897,8.029988435294703,8.059294700622559,24481592.0,2.6031200885772705,16.690000534057617,THYAO.IS
2015-03-11,8.156983375549316,8.196058705962693,7.971374857363754,8.156983375549316,12923650.0,2.6362900733947754,16.8700008392334,THYAO.IS
2015-03-12,8.215595676922112,8.23513380740023,8.039756229136406,8.176520347595215,13836727.0,2.6112399101257324,15.420000076293945,THYAO.IS
2015-03-13,8.01045017199408,8.06906363331334,7.942068576812744,7.942068576812744,11536029.0,2.5859899520874023,16.0,THYAO.IS
2015-03-16,8.127676838952837,8.254671906015156,8.127676838952837,8.22536563873291,20072728.0,2.629879951477051,15.609999656677246,THYAO.IS
2015-03-17,8.342590517127643,8.528198093783887,8.332821452138022,8.498891830444336,14947148.0,2.622889995574951,15.65999984741211,THYAO.IS
2015-03-18,8.381666125981498,8.489123049575856,8.332821731027938,8.430510520935059,11280364.0,2.6107499599456787,13.970000267028809,THYAO.IS
2015-03-19,8.625887809671248,8.76265193937134,8.586812477132566,8.674732208251953,13734896.0,2.5696499347686768,14.069999694824219,THYAO.IS
2015-03-20,8.772419407635395,8.772419407635395,8.694268748492535,8.733344078063965,10107723.0,2.602289915084839,13.020000457763672,THYAO.IS
2015-03-23,8.811495406256636,8.860338868043398,8.782188211229402,8.801726341247559,8893489.0,2.5772199630737305,13.40999984741211,THYAO.IS
2015-03-24,8.528199195861816,8.606350794248813,8.508661994987143,8.528199195861816,9406405.0,2.540570020675659,13.619999885559082,THYAO.IS
2015-03-25,8.586811930241577,8.6356563257114,8.508661270141602,8.508661270141602,12150312.0,2.5554299354553223,15.4399995803833,THYAO.IS
2015-03-26,8.274209022521973,8.283977155996869,8.186289299842636,8.274209022521973,9868237.0,2.5859899520874023,15.800000190734863,THYAO.IS
2015-03-27,8.196058543113184,8.479354915888619,8.17652041248002,8.430510520935059,17259273.0,2.6029999256134033,15.069999694824219,THYAO.IS
2015-03-30,8.616117572171628,8.704037291337345,8.557505047147343,8.694268226623535,13329982.0,2.6113998889923096,14.510000228881836,THYAO.IS
2015-03-31,8.694268226623535,8.694268226623535,8.694268226623535,8.694268226623535,14887593.0,2.60260009765625,15.289999961853027,THYAO.IS
2015-04-01,8.537967195092298,8.674731310640828,8.450047473070336,8.625886917114258,17122861.0,2.5959599018096924,15.109999656677246,THYAO.IS
2015-04-02,8.616118683264746,8.821264410562927,8.616118683264746,8.723576545715332,28058718.0,2.596859931945801,14.670000076293945,THYAO.IS
2015-04-03,8.743114054970238,8.948259789517225,8.733344988651469,8.909184455871582,17171754.0,2.58870005607605,,THYAO.IS
2015-04-06,8.801726920877021,8.860339451532735,8.655193730978985,8.79195785522461,20113434.0,2.566270112991333,14.739999771118164,THYAO.IS
2015-04-07,8.71380663913622,8.762651032662788,8.625886917114258,8.625886917114258,18521687.0,2.570580005645752,14.779999732971191,THYAO.IS
2015-04-08,8.743113029690756,8.860339016880934,8.733343964517575,8.831032752990723,17643541.0,2.600939989089966,13.979999542236328,THYAO.IS
2015-04-09,8.899414664044368,8.938489994504467,8.870108399106636,8.889646530151367,13407299.0,2.59768009185791,13.09000015258789,THYAO.IS
2015-04-10,8.801726170288068,8.840801497936091,8.723575514992023,8.772418975830078,8391680.0,2.618769884109497,12.579999923706055,THYAO.IS
2015-04-13,8.762651901644398,8.850571632385254,8.743113769644472,8.850571632385254,13578941.0,2.626620054244995,13.9399995803833,THYAO.IS
2015-04-14,8.733343593726296,8.850570507568706,8.694268266321922,8.821263313293457,15135399.0,2.6681900024414062,13.670000076293945,THYAO.IS
2015-04-15,8.684501189304383,8.723576521460659,8.59658145904541,8.59658145904541,11444119.0,2.6868999004364014,12.84000015258789,THYAO.IS
2015-04-16,8.645425364345979,8.733344157964044,8.625887233566841,8.684500694274902,17525045.0,2.6975600719451904,12.600000381469727,THYAO.IS
2015-04-17,8.733344741245268,8.752882873329316,8.66496314220993,8.674732208251953,6779397.0,2.680619955062866,13.890000343322754,THYAO.IS
2015-04-20,8.752882524244342,8.821264120552467,8.73334439293952,8.79195785522461,13647221.0,2.6809298992156982,13.300000190734863,THYAO.IS
2015-04-21,8.870108059928626,9.006872177124023,8.850570861260328,9.006872177124023,23054905.0,2.6955299377441406,13.25,THYAO.IS
2015-04-22,9.026409055118835,9.026409055118835,8.899414007583895,8.948258399963379,16299231.0,2.6844699382781982,12.710000038146973,THYAO.IS
2015-04-23,8.948258399963379,8.948258399963379,8.948258399963379,8.948258399963379,0.0,2.7123000621795654,12.479999542236328,THYAO.IS
2015-04-24,8.967797140822164,9.085023131545606,8.958028075354537,9.065485000610352,9604724.0,2.7034499645233154,12.289999961853027,THYAO.IS
2015-04-27,9.085023591040942,9.19248052173163,9.055717324785192,9.15340518951416,14858163.0,2.7196600437164307,13.119999885559082,THYAO.IS
2015-04-28,9.172943296991285,9.182711431297564,9.026410102844238,9.026410102844238,9262132.0,2.6773200035095215,12.40999984741211,THYAO.IS
2015-04-29,9.075254294074231,9.094792425500337,9.016640831425292,9.045948028564453,9761437.0,2.657259941101074,13.390000343322754,THYAO.IS
2015-04-30,8.870108870945359,8.899415137442016,8.655194076167906,8.674732208251953,18366768.0,2.656749963760376,14.550000190734863,THYAO.IS
2015-05-01,8.674732208251953,8.674732208251953,8.674732208251953,8.674732208251953,0.0,2.6734800338745117,12.699999809265137,THYAO.IS
2015-05-04,8.782189102014916,8.87010883275577,8.762651901644398,8.850571632385254,10934592.0,2.711280107498169,12.850000381469727,THYAO.IS
2015-05-05,8.850570998407598,8.889646327979028,8.733344078063965,8.733344078063965,13446134.0,2.7133500576019287,14.3100004196167,THYAO.IS
2015-05-06,8.596581143784361,8.664962739642746,8.528198616296605,8.537967681884766,14092235.0,2.705080032348633,15.149999618530273,THYAO.IS
2015-05-07,8.528199012509837,8.70403847474861,8.528199012509837,8.674732208251953,14949331.0,2.693589925765991,15.130000114440918,THYAO.IS
2015-05-08,8.635656387010194,8.782188642830443,8.508661330538942,8.762651443481445,22028425.0,2.6877501010894775,12.859999656677246,THYAO.IS
2015-05-11,8.889646676474419,8.958028272997806,8.87010854510809,8.918952941894531,14781124.0,2.690999984741211,13.850000381469727,THYAO.IS
2015-05-12,9.143635544850243,9.19247993993806,9.094792081391772,9.16317367553711,18585320.0,2.6924901008605957,13.859999656677246,THYAO.IS
2015-05-13,9.212018738247266,9.24132500477213,9.172943405670976,9.231555938720703,9672615.0,2.660099983215332,13.760000228881836,THYAO.IS
2015-05-14,9.35855065137826,9.397625982488487,9.299938120527612,9.34878158569336,13253969.0,2.629689931869507,12.739999771118164,THYAO.IS
2015-05-15,9.407394930000743,9.534389987421052,9.397625864438558,9.446470260620117,19582266.0,2.5910398960113525,12.380000114440918,THYAO.IS
2015-05-18,9.505081872912886,9.602770655843065,9.485544675304418,9.573464393615723,15287539.0,2.576119899749756,12.729999542236328,THYAO.IS
2015-05-19,9.573464393615723,9.573464393615723,9.573464393615723,9.573464393615723,0.0,2.582200050354004,12.850000381469727,THYAO.IS
2015-05-20,9.368318932569673,9.426931458512168,9.339012669598425,9.378087997436523,10574386.0,2.591020107269287,12.880000114440918,THYAO.IS
2015-05-21,9.32924441283732,9.32924441283732,9.045948028564453,9.045948028564453,14444723.0,2.5782198905944824,12.109999656677246,THYAO.IS
2015-05-22,9.172943382609432,9.19248058303375,9.094792717653329,9.104560852050781,7866029.0,2.59089994430542,12.130000114440918,THYAO.IS
2015-05-25,9.075253769907057,9.104560033724168,8.9677968481581,9.006872177124023,6535800.0,2.599440097808838,,THYAO.IS
2015-05-26,9.12409875132208,9.21201848006196,8.987334625323445,8.997103691101074,17386776.0,2.614449977874756,14.0600004196167,THYAO.IS
2015-05-27,9.045947686303954,9.16317367553711,9.006872356559569,9.16317367553711,16905752.0,2.637079954147339,13.270000457763672,THYAO.IS
2015-05-28,9.13386805013138,9.19248058303375,9.104560852050781,9.104560852050781,12039041.0,2.641079902648926,13.3100004196167,THYAO.IS
2015-05-29,8.997103365863264,9.08502309142492,8.811495780944824,8.811495780944824,17063519.0,2.6553099155426025,13.84000015258789,THYAO.IS
2015-06-01,8.772419838915823,8.80172703625724,8.508661584248802,8.567275047302246,10708598.0,2.6595699787139893,13.970000267028809,THYAO.IS
2015-06-02,8.596581172468138,8.733344364641237,8.596581172468138,8.664962768554688,11376596.0,2.6808199882507324,14.239999771118164,THYAO.IS
2015-06-03,8.713806765800545,8.860339016880934,8.694268635454183,8.831032752990723,17217274.0,2.6721599102020264,13.65999984741211,THYAO.IS
2015-06-04,8.645425317113615,8.870108230070086,8.645425317113615,8.860339164733887,17695594.0,2.684530019760132,14.710000038146973,THYAO.IS
2015-06-05,8.870108517185145,8.889646648489968,8.713807193264074,8.79195785522461,13920487.0,2.6688199043273926,14.210000038146973,THYAO.IS
2015-06-08,8.029988970802204,8.235134705036804,8.02021990449831,8.22536563873291,12704294.0,2.7522900104522705,15.289999961853027,THYAO.IS
2015-06-09,8.274209285612924,8.3621290110878,8.19605862555289,8.205826759338379,12730658.0,2.7501800060272217,14.470000267028809,THYAO.IS
2015-06-10,8.31328473455714,8.479355122467542,8.283977537893398,8.410972595214844,15450527.0,2.7506399154663086,13.220000267028809,THYAO.IS
2015-06-11,8.51843085516427,8.557506187597756,8.489123657117098,8.547737121582031,14934275.0,2.7324299812316895,12.850000381469727,THYAO.IS
2015-06-12,8.547737121582031,8.547737121582031,8.459817390699339,8.547737121582031,8142285.0,2.7029099464416504,13.779999732971191,THYAO.IS
2015-06-15,8.498892173186675,8.508661238570262,8.371897118088093,8.38166618347168,5900720.0,2.716140031814575,15.390000343322754,THYAO.IS
2015-06-16,8.489122561898428,8.577042281438214,8.479354428772345,8.51842975616455,15683438.0,2.735729932785034,14.8100004196167,THYAO.IS
2015-06-17,8.60634951526266,8.655192976005454,8.577042320861828,8.645424842834473,8490468.0,2.73334002494812,14.5,THYAO.IS
2015-06-18,8.723576317953567,8.772419783287418,8.694269120797996,8.74311351776123,7139147.0,2.7107698917388916,13.1899995803833,THYAO.IS
2015-06-19,8.772419293580967,8.840801818163904,8.762651160037118,8.831032752990723,13578669.0,2.714560031890869,13.960000038146973,THYAO.IS
2015-06-22,8.928721484378391,8.928721484378391,8.82126363141909,8.879877090454102,8870756.0,2.6933701038360596,12.739999771118164,THYAO.IS
2015-06-23,8.840802311687701,8.840802311687701,8.733344452042708,8.74311351776123,7721756.0,2.667180061340332,12.109999656677246,THYAO.IS
2015-06-24,8.870107799543186,8.918952192224078,8.840801536586373,8.8994140625,8176757.0,2.6764800548553467,13.260000228881836,THYAO.IS
2015-06-25,8.938489335161623,8.958027464765134,8.860338680006167,8.948258399963379,12466664.0,2.6774799823760986,14.010000228881836,THYAO.IS
2015-06-26,8.899414289046222,8.94825868297051,8.879877090454102,8.879877090454102,9217605.0,2.6539299488067627,14.020000457763672,THYAO.IS
2015-06-29,8.733344216473624,8.762651412838675,8.625887291356506,8.635656356811523,10255107.0,2.6986498832702637,18.850000381469727,THYAO.IS
2015-06-30,8.674732123357963,8.694269323621398,8.528198929049873,8.59658145904541,12014184.0,2.7032999992370605,18.229999542236328,THYAO.IS
2015-07-01,8.723576024203828,8.821263883211461,8.674731628885334,8.684500694274902,11275134.0,2.681030035018921,16.09000015258789,THYAO.IS
2015-07-02,8.704038702083137,8.811496568093185,8.664963368523875,8.78218936920166,11900642.0,2.691610097885132,16.790000915527344,THYAO.IS
2015-07-03,8.75288219787323,8.75288219787323,8.60634994506836,8.60634994506836,5267637.0,2.683619976043701,,THYAO.IS
2015-07-06,8.772419528074488,8.93848991394043,8.76265139426953,8.93848991394043,19162682.0,2.7152199745178223,17.010000228881836,THYAO.IS
2015-07-07,8.96779727935791,9.045947941047485,8.938490082502287,8.96779727935791,15528597.0,2.6793100833892822,16.09000015258789,THYAO.IS
2015-07-08,8.918952705726094,8.92872177115058,8.801726715520338,8.811495780944824,8450694.0,2.686530113220215,19.65999984741211,THYAO.IS
2015-07-09,8.987333766296954,9.0752534866333,8.977564701453073,9.0752534866333,10654279.0,2.6844699382781982,19.969999313354492,THYAO.IS
2015-07-10,9.143635077281882,9.153404142125764,9.065484421789419,9.0752534866333,6565876.0,2.674269914627075,16.829999923706055,THYAO.IS
2015-07-13,9.16317367553711,9.19247993993806,9.133867411136157,9.16317367553711,10880940.0,2.668489933013916,13.899999618530273,THYAO.IS
2015-07-14,9.24132386246211,9.260861060520575,9.026409094043187,9.0752534866333,11789665.0,2.6459898948669434,13.369999885559082,THYAO.IS
2015-07-15,8.997103836666591,9.045948234715606,8.967797570488944,9.026410102844238,7489376.0,2.631319999694824,13.229999542236328,THYAO.IS
2015-07-16,9.036178875428945,9.036178875428945,8.909183817276041,8.96779727935791,4857060.0,2.6464500427246094,12.109999656677246,THYAO.IS
2015-07-17,8.96779727935791,8.96779727935791,8.96779727935791,8.96779727935791,0.0,2.6570301055908203,11.949999809265137,THYAO.IS
2015-07-20,8.801727234014844,8.879877898755735,8.762651901644398,8.850571632385254,8306345.0,2.656630039215088,12.25,THYAO.IS
2015-07-21,8.94825929384232,8.997103691101074,8.928722093916452,8.997103691101074,6764474.0,2.693700075149536,12.220000267028809,THYAO.IS
2015-07-22,8.938490168979632,9.045948028564453,8.870108572247023,9.045948028564453,13910877.0,2.6839399337768555,12.119999885559082,THYAO.IS
2015-07-23,8.889646680569628,8.909183880315577,8.596581231345361,8.616118431091309,16105183.0,2.7066900730133057,12.640000343322754,THYAO.IS
2015-07-24,8.655192976005454,8.723575497978096,8.616117648433642,8.645424842834473,11723136.0,2.7330501079559326,13.739999771118164,THYAO.IS
2015-07-27,8.586811839482976,8.596580904799557,8.410972390301897,8.430510520935059,9932641.0,2.744189977645874,15.600000381469727,THYAO.IS
2015-07-28,8.635656219950063,8.762651273964545,8.625887154649869,8.733344078063965,13753939.0,2.7681798934936523,13.4399995803833,THYAO.IS
2015-07-29,8.72357681482692,8.75288308202232,8.635657081611283,8.655194282531738,10742622.0,2.7572999000549316,12.5,THYAO.IS
2015-07-30,8.635655982145435,8.704037574105042,8.61611785208308,8.625886917114258,8473061.0,2.7657599449157715,12.130000114440918,THYAO.IS
2015-07-31,8.694268266321922,8.821263313293457,8.65519293891755,8.821263313293457,15718214.0,2.7876598834991455,12.119999885559082,THYAO.IS
2015-08-03,8.811496337952045,8.831033538406679,8.635656875713272,8.674732208251953,7606083.0,2.7670700550079346,12.5600004196167,THYAO.IS
2015-08-04,8.743113458591932,8.79195785522461,8.684500927936218,8.79195785522461,8236356.0,2.777329921722412,13.0,THYAO.IS
2015-08-05,8.694268226623535,8.831032337729015,8.684500093539013,8.694268226623535,12641443.0,2.779400110244751,12.510000228881836,THYAO.IS
2015-08-06,8.772419607141707,8.889646530151367,8.762651473248706,8.889646530151367,14488782.0,2.7850399017333984,13.770000457763672,THYAO.IS
2015-08-07,8.82126363141909,8.938489617859787,8.762651104013404,8.879877090454102,16424166.0,2.775279998779297,13.390000343322754,THYAO.IS
2015-08-10,8.694268509073863,8.704037574105042,8.596580653650044,8.625886917114258,7731978.0,2.779670000076294,12.229999542236328,THYAO.IS
2015-08-11,8.831032989051026,8.958028044809062,8.811495789811753,8.93848991394043,16900465.0,2.766900062561035,13.710000038146973,THYAO.IS
2015-08-12,8.889646212400477,8.92872154146387,8.831032752990723,8.831032752990723,6869129.0,2.7785799503326416,13.609999656677246,THYAO.IS
2015-08-13,8.616117943367366,8.713806731455477,8.469585692864527,8.7040376663208,17771127.0,2.7753500938415527,13.489999771118164,THYAO.IS
2015-08-14,8.72357634472121,8.899414870047265,8.69426914747571,8.870108604431152,11445110.0,2.8230600357055664,12.829999923706055,THYAO.IS
2015-08-17,8.899415099126252,8.928722297126145,8.821264434385363,8.850571632385254,16126384.0,2.8320000171661377,13.020000457763672,THYAO.IS
2015-08-18,8.7626519157809,8.782189116182936,8.528198989550583,8.547737121582031,13889866.0,2.8687500953674316,13.789999961853027,THYAO.IS
2015-08-19,8.537967767321048,8.55750589869288,8.176520721606565,8.18628978729248,33699644.0,2.891319990158081,15.25,THYAO.IS
2015-08-20,8.088600712433339,8.323053622595978,8.039756317331566,8.254671096801758,28373300.0,2.9261999130249023,19.139999389648438,THYAO.IS
2015-08-21,8.039756047589737,8.117907636108118,8.010449784163667,8.020218849182129,22313745.0,2.916640043258667,28.030000686645508,THYAO.IS
2015-08-24,7.795535924378634,7.815073589720348,7.375475886624453,7.590390205383301,37933314.0,2.954200029373169,40.7400016784668,THYAO.IS
2015-08-25,7.815073330570123,7.9225302534789,7.805304265315869,7.873686790466309,22628192.0,2.946959972381592,36.02000045776367,THYAO.IS
2015-08-26,7.863918119884055,8.000681313790086,7.854149054139514,7.922530651092529,21563159.0,2.940500020980835,30.31999969482422,THYAO.IS
2015-08-27,8.020219445279167,8.02998851102371,7.9127625169773745,7.922530651092529,17741451.0,2.927449941635132,26.100000381469727,THYAO.IS
2015-08-28,7.854148775464221,7.863917840862143,7.746691385160461,7.775998115539551,16549842.0,2.90939998626709,26.049999237060547,THYAO.IS
2015-08-31,7.775998573937863,7.863918304443359,7.756460907804942,7.863918304443359,14993710.0,2.9180500507354736,28.43000030517578,THYAO.IS
2015-09-01,7.678309932328354,7.6978475976700675,7.561083474463388,7.590390205383301,20111758.0,2.915950059890747,31.399999618530273,THYAO.IS
2015-09-02,7.609927870725014,7.658772266986641,7.590390205383301,7.590390205383301,12187790.0,2.9318900108337402,26.09000015258789,THYAO.IS
2015-09-03,7.561083055341476,7.561083055341476,7.4243194055304915,7.541545391082764,22590518.0,2.941740036010742,25.610000610351562,THYAO.IS
2015-09-04,7.541545447896734,7.658771900146787,7.541545447896734,7.580621242523193,20525094.0,2.9702999591827393,27.799999237060547,THYAO.IS
2015-09-07,7.52200776221557,7.6685404777526855,7.502470097864932,7.6685404777526855,13446338.0,3.0353500843048096,,THYAO.IS
2015-09-08,7.668541177299445,7.873687370417172,7.658772577140336,7.863918304443359,24908016.0,3.0300400257110596,24.899999618530273,THYAO.IS
2015-09-09,7.922529988158565,7.922529988158565,7.766228675842285,7.766228675842285,18334076.0,3.0090999603271484,26.229999542236328,THYAO.IS
2015-09-10,7.756460769596129,7.805304701150752,7.688078706442021,7.746691703796387,14907047.0,3.0465500354766846,24.3700008392334,THYAO.IS
2015-09-11,7.727153492660101,7.736922557770381,7.580621242523193,7.580621242523193,16410255.0,3.017280101776123,23.200000762939453,THYAO.IS
2015-09-14,7.678309532521757,7.775997854143731,7.668540467452229,7.756460189819336,10794596.0,3.035799980163574,24.25,THYAO.IS
2015-09-15,7.76622950796405,7.89322457073539,7.756460907804942,7.863918304443359,16742147.0,3.055999994277954,22.540000915527344,THYAO.IS
2015-09-16,7.93229936406039,7.942068429370467,7.863917770148539,7.91276216506958,15439741.0,3.0297000408172607,21.350000381469727,THYAO.IS
2015-09-17,7.932299555317281,7.9909130169616365,7.92253048977166,7.981143951416016,13787481.0,2.9977099895477295,21.139999389648438,THYAO.IS
2015-09-18,7.88345510165318,8.06906361914718,7.8541488368596815,8.029988288879395,16512320.0,3.0071499347686768,22.280000686645508,THYAO.IS
2015-09-21,8.010450100145425,8.078832626342773,8.000681034741609,8.078832626342773,16546935.0,3.004349946975708,20.139999389648438,THYAO.IS
2015-09-22,8.059294177626661,8.059294177626661,7.9811435207375965,8.020218849182129,10931301.0,3.003499984741211,22.440000534057617,THYAO.IS
2015-09-23,8.020219445279167,8.020219445279167,7.922530651092529,7.922530651092529,6867322.0,3.026819944381714,22.1299991607666,THYAO.IS
2015-09-24,7.922530651092529,7.922530651092529,7.922530651092529,7.922530651092529,0.0,3.0371100902557373,23.469999313354492,THYAO.IS
2015-09-25,7.922530651092529,7.922530651092529,7.922530651092529,7.922530651092529,0.0,3.047290086746216,23.6200008392334,THYAO.IS
2015-09-28,7.863918164319813,7.873687230119555,7.746691703796387,7.746691703796387,10537648.0,3.0427401065826416,27.6299991607666,THYAO.IS
2015-09-29,7.785766657515044,7.854148717350503,7.756460393167472,7.82484245300293,16820269.0,3.0529000759124756,26.829999923706055,THYAO.IS
2015-09-30,7.834611462025001,7.85414866090653,7.7857666015625,7.7857666015625,13119354.0,3.038140058517456,24.5,THYAO.IS
2015-10-01,7.834611621050271,7.873686951235811,7.795535825050052,7.815073490142822,16637404.0,3.023319959640503,22.549999237060547,THYAO.IS
2015-10-02,7.834611709226071,7.893224239349365,7.815073578098727,7.893224239349365,22870500.0,3.0246100425720215,20.940000534057617,THYAO.IS
2015-10-05,8.039756881161965,8.156983810279115,8.029988746760047,8.117908477783203,17717383.0,2.996299982070923,19.540000915527344,THYAO.IS
2015-10-06,8.23513412475586,8.31328478642133,8.215595993524804,8.23513412475586,18110786.0,2.981920003890991,19.399999618530273,THYAO.IS
2015-10-07,8.352360035555353,8.362129101075325,8.254671243614375,8.283977508544922,17163785.0,2.9560000896453857,18.399999618530273,THYAO.IS
2015-10-08,8.283977821997267,8.410972883674082,8.27420968773705,8.342591285705566,19476134.0,2.937999963760376,17.420000076293945,THYAO.IS
