ds,Hisse_Kodu,y
2023-10-26,BIMAS.IS,130.88925170898438
2023-10-27,BIMAS.IS,130.6064453125
2023-10-30,BIMAS.IS,131.40773010253906
2023-10-31,BIMAS.IS,128.20263671875
2023-11-01,BIMAS.IS,130.04083251953125
2023-11-02,BIMAS.IS,136.4509735107422
2023-11-03,BIMAS.IS,134.80133056640625
2023-11-06,BIMAS.IS,137.15797424316406
2023-11-07,BIMAS.IS,139.6324920654297
2023-11-08,BIMAS.IS,144.46365356445312
2023-11-09,BIMAS.IS,144.22796630859375
2023-11-10,BIMAS.IS,138.4541473388672
2023-11-13,BIMAS.IS,133.858642578125
2023-11-14,BIMAS.IS,135.27264404296875
2023-11-15,BIMAS.IS,136.80447387695312
2023-11-16,BIMAS.IS,142.10696411132812
2023-11-17,BIMAS.IS,145.28848266601562
2023-11-20,BIMAS.IS,143.4031219482422
2023-11-21,BIMAS.IS,147.64515686035156
2023-11-22,BIMAS.IS,145.8776397705078
2023-11-23,BIMAS.IS,145.8776397705078
2023-11-24,BIMAS.IS,149.177001953125
2023-11-27,BIMAS.IS,151.06231689453125
2023-11-28,BIMAS.IS,148.58782958984375
2023-11-29,BIMAS.IS,147.05596923828125
2023-11-30,BIMAS.IS,145.17062377929688
2023-12-01,BIMAS.IS,143.99229431152344
2023-12-04,BIMAS.IS,145.0528106689453
2023-12-05,BIMAS.IS,145.52415466308594
2023-12-06,BIMAS.IS,147.52731323242188
2023-12-07,BIMAS.IS,152.47630310058594
2023-12-08,BIMAS.IS,151.65147399902344
2023-12-11,BIMAS.IS,149.05914306640625
2023-12-12,BIMAS.IS,146.34896850585938
2023-12-13,BIMAS.IS,142.34263610839844
2023-12-14,BIMAS.IS,147.64515686035156
2023-12-15,BIMAS.IS,151.06231689453125
2023-12-18,BIMAS.IS,149.88397216796875
2023-12-19,BIMAS.IS,143.87448120117188
2023-12-20,BIMAS.IS,144.70750427246094
2023-12-21,BIMAS.IS,147.20657348632812
2023-12-22,BIMAS.IS,147.32557678222656
2023-12-25,BIMAS.IS,143.27947998046875
2023-12-26,BIMAS.IS,144.58851623535156
2023-12-27,BIMAS.IS,145.65951538085938
2023-12-28,BIMAS.IS,146.37356567382812
2023-12-29,BIMAS.IS,143.16046142578125
2024-01-02,BIMAS.IS,143.27947998046875
2024-01-03,BIMAS.IS,139.1143798828125
2024-01-04,BIMAS.IS,143.9934844970703
2024-01-05,BIMAS.IS,146.25454711914062
2024-01-08,BIMAS.IS,151.84767150878906
2024-01-09,BIMAS.IS,152.085693359375
2024-01-10,BIMAS.IS,151.49066162109375
2024-01-11,BIMAS.IS,156.25076293945312
2024-01-12,BIMAS.IS,159.46385192871094
2024-01-15,BIMAS.IS,161.12989807128906
2024-01-16,BIMAS.IS,159.46385192871094
2024-01-17,BIMAS.IS,158.63082885742188
2024-01-18,BIMAS.IS,158.8688507080078
2024-01-19,BIMAS.IS,159.46385192871094
2024-01-22,BIMAS.IS,164.4619598388672
2024-01-23,BIMAS.IS,171.8401641845703
2024-01-24,BIMAS.IS,175.05322265625
2024-01-25,BIMAS.IS,173.38719177246094
2024-01-26,BIMAS.IS,176.24325561523438
2024-01-29,BIMAS.IS,177.07626342773438
2024-01-30,BIMAS.IS,176.12428283691406
2024-01-31,BIMAS.IS,181.36036682128906
2024-02-01,BIMAS.IS,178.02830505371094
2024-02-02,BIMAS.IS,175.29124450683594
2024-02-05,BIMAS.IS,179.0993194580078
2024-02-06,BIMAS.IS,180.17037963867188
2024-02-07,BIMAS.IS,178.02830505371094
2024-02-08,BIMAS.IS,183.85943603515625
2024-02-09,BIMAS.IS,188.7385711669922
2024-02-12,BIMAS.IS,186.95352172851562
2024-02-13,BIMAS.IS,180.88436889648438
2024-02-14,BIMAS.IS,181.36036682128906
2024-02-15,BIMAS.IS,190.04759216308594
2024-02-16,BIMAS.IS,185.76348876953125
2024-02-19,BIMAS.IS,185.64450073242188
2024-02-20,BIMAS.IS,188.26255798339844
2024-02-21,BIMAS.IS,191.47564697265625
2024-02-22,BIMAS.IS,187.90554809570312
2024-02-23,BIMAS.IS,188.02455139160156
2024-02-26,BIMAS.IS,188.02455139160156
2024-02-27,BIMAS.IS,183.26443481445312
2024-02-28,BIMAS.IS,181.2413787841797
2024-02-29,BIMAS.IS,184.81146240234375
2024-03-01,BIMAS.IS,181.36036682128906
2024-03-04,BIMAS.IS,177.55230712890625
2024-03-05,BIMAS.IS,177.07626342773438
2024-03-06,BIMAS.IS,177.19528198242188
2024-03-07,BIMAS.IS,183.26443481445312
2024-03-08,BIMAS.IS,184.93048095703125
2024-03-11,BIMAS.IS,186.0015106201172
2024-03-12,BIMAS.IS,189.80960083007812
2024-03-13,BIMAS.IS,183.85943603515625
2024-03-14,BIMAS.IS,185.16848754882812
2024-03-15,BIMAS.IS,180.17037963867188
2024-03-18,BIMAS.IS,180.28936767578125
2024-03-19,BIMAS.IS,183.9784698486328
2024-03-20,BIMAS.IS,182.07440185546875
2024-03-21,BIMAS.IS,182.7884063720703
2024-03-22,BIMAS.IS,176.3622589111328
2024-03-25,BIMAS.IS,169.46009826660156
2024-03-26,BIMAS.IS,164.93800354003906
2024-03-27,BIMAS.IS,166.3660125732422
2024-03-28,BIMAS.IS,167.3180389404297
2024-03-29,BIMAS.IS,171.8401641845703
2024-04-01,BIMAS.IS,172.5541534423828
2024-04-02,BIMAS.IS,173.6251983642578
2024-04-03,BIMAS.IS,176.4812469482422
2024-04-04,BIMAS.IS,180.88436889648438
2024-04-05,BIMAS.IS,192.78466796875
2024-04-08,BIMAS.IS,191.47564697265625
2024-04-09,BIMAS.IS,191.47564697265625
2024-04-15,BIMAS.IS,186.95352172851562
2024-04-16,BIMAS.IS,186.5965118408203
2024-04-17,BIMAS.IS,184.57345581054688
2024-04-18,BIMAS.IS,175.05322265625
2024-04-19,BIMAS.IS,176.83828735351562
2024-04-22,BIMAS.IS,176.12428283691406
2024-04-24,BIMAS.IS,175.17225646972656
2024-04-25,BIMAS.IS,177.43328857421875
2024-04-26,BIMAS.IS,183.9784698486328
2024-04-29,BIMAS.IS,184.57345581054688
2024-04-30,BIMAS.IS,184.2164764404297
2024-05-02,BIMAS.IS,192.1896514892578
2024-05-03,BIMAS.IS,198.6157989501953
2024-05-06,BIMAS.IS,198.7348175048828
2024-05-07,BIMAS.IS,199.44882202148438
2024-05-08,BIMAS.IS,199.9248504638672
2024-05-09,BIMAS.IS,202.30487060546875
2024-05-10,BIMAS.IS,202.18588256835938
2024-05-13,BIMAS.IS,202.78091430664062
2024-05-14,BIMAS.IS,216.94224548339844
2024-05-15,BIMAS.IS,223.36842346191406
2024-05-16,BIMAS.IS,222.17837524414062
2024-05-17,BIMAS.IS,231.69859313964844
2024-05-20,BIMAS.IS,231.93663024902344
2024-05-21,BIMAS.IS,231.93663024902344
2024-05-22,BIMAS.IS,230.86557006835938
2024-05-23,BIMAS.IS,230.62759399414062
2024-05-24,BIMAS.IS,222.53538513183594
2024-05-27,BIMAS.IS,227.05747985839844
