Tarih,Hisse_Kodu,Set,Open,High,Low,Close,Volume,USD_TRY,VIX,Gunluk_Getiri,Volatilite_10,MA_10,MA_50,Momentum_10,RSI_14,MACD,MACD_Signal,MACD_Histogram
2015-03-11,AKBNK.IS,Train,4.407003837584192,4.467044316910793,4.304933887483165,4.449032306671143,37807105.0,2.6362900733947754,16.8700008392334,0.030139282332473892,0.026847618746089714,4.714413452148437,5.166881942749024,-14.037124829599918,31.553096527228263,-0.19811547414701458,-0.13666960920130533,-0.06144586494570925
2015-03-12,AKBNK.IS,Train,4.503069522733647,4.503069522733647,4.419012574898816,4.467044830322266,26880445.0,2.6112399101257324,15.420000076293945,0.004040464854538703,0.02752266730310928,4.651370525360107,5.152231950759887,-12.367483497468424,32.51150818442592,-0.20278885103055444,-0.14989345756715516,-0.052895393463399276
2015-03-13,AKBNK.IS,Train,4.419012067007841,4.509073453789393,4.394995608160541,4.449032306671143,44706991.0,2.5859899520874023,16.0,-0.004040464854538605,0.026546699537469607,4.603938102722168,5.1368614673614506,-9.634163668530842,32.028538263683714,-0.20557624106213002,-0.16103001426615016,-0.04454622679597986
2015-03-16,AKBNK.IS,Train,4.5330895177814465,4.587126219545586,4.521081287634783,4.5691142082214355,28666228.0,2.629879951477051,15.609999656677246,0.026632745241019554,0.028868832811986798,4.56791353225708,5.123172121047974,-7.308163960804507,38.579212785164756,-0.19583816143542432,-0.167991643700005,-0.027846517735419324
2015-03-17,AKBNK.IS,Train,4.671184178448817,4.737229110557291,4.64716771808361,4.66517972946167,38785912.0,2.622889995574951,15.65999984741211,0.020807002176475464,0.03013454152079829,4.5402946949005125,5.110803689956665,-5.589309839039642,43.28799980021644,-0.17831349152712672,-0.17005601326542935,-0.00825747826169737
2015-03-18,AKBNK.IS,Train,4.623151268243622,4.665180077013846,4.587126575012,4.605139255523682,22507891.0,2.6107499599456787,13.970000267028809,-0.012953451452607411,0.029231940568429517,4.520481204986572,5.097594690322876,-4.124996674342483,41.16391620025276,-0.16734082793559857,-0.1695129761994632,0.0021721482638646372
2015-03-19,AKBNK.IS,Train,4.821286521050809,4.839299201965332,4.755241582544987,4.839299201965332,22906465.0,2.5696499347686768,14.069999694824219,0.049597007942317514,0.030381606602293176,4.543897199630737,5.088228321075439,5.084752782682626,51.21750805221426,-0.13815756782226796,-0.16324189452402416,0.0250843267017562
2015-03-20,AKBNK.IS,Train,4.851306818123874,4.911348309399622,4.827291022963689,4.893336296081543,22850423.0,2.602289915084839,13.020000457763672,0.011104422721676931,0.028989305187648418,4.582323455810547,5.078741865158081,8.521984434995279,53.204717421679625,-0.1094080936407611,-0.15247513434737156,0.043067040706610465
2015-03-23,AKBNK.IS,Train,4.965384523464433,4.977392753746494,4.893335809563768,4.953376293182373,20903048.0,2.5772199630737305,13.40999984741211,0.01219508351659566,0.028971155568110397,4.620749664306641,5.070696372985839,8.40999080893,55.37965085017385,-0.0808472455117002,-0.13814955658023728,0.05730231106853709
2015-03-24,AKBNK.IS,Train,4.803273832556629,4.851306083394282,4.731224454612656,4.785261154174805,30917706.0,2.540570020675659,13.619999885559082,-0.034528822410331686,0.023838398266216664,4.667581558227539,5.058207836151123,10.848394902888279,48.572227506694425,-0.07096007079566924,-0.12471165942332368,0.053751588627654445
2015-03-25,AKBNK.IS,Train,4.827290212570784,4.881327245141067,4.761245284436262,4.809277534484863,22794029.0,2.5554299354553223,15.4399995803833,0.005006271015016974,0.022817266550930772,4.703606081008911,5.048120946884155,8.097159179391609,49.526735031871915,-0.060489210457285836,-0.11186716963011613,0.05137795917283029
2015-03-26,AKBNK.IS,Train,4.695200397755989,4.76724910736084,4.66517948994495,4.76724910736084,19886471.0,2.5859899520874023,15.800000190734863,-0.008777440617073265,0.023403556710975347,4.733626508712769,5.035032014846802,6.7204223024759,47.85290923436796,-0.054948904259531695,-0.10048351655599926,0.04553461229646756
2015-03-27,AKBNK.IS,Train,4.701203708507287,4.755240402254992,4.695199928220471,4.707208156585693,21934078.0,2.6029999256134033,15.069999694824219,-0.012674447275780555,0.023987762620284223,4.759444093704223,5.021102514266968,5.802966400748015,45.487782428246256,-0.054771601696236516,-0.0913411335840467,0.03656953188781019
